clean_text,label
dr champ tells bojack its time to leave rehab mr peanutbutters reputation takes a hit in chicago diane wrestles with writers block,high
the assistants of hollywoo go on strike bojack tries to help dr champ when todd learns that his mother needs a kidney diane comes up with a plan,high
bojack travels around the country reconnecting with loved ones while mr peanutbutter embarks on his own national tour as the face of depression,high
a reporter digs into the circumstances surrounding sarah lynns death hollyhock goes to a party in new york city,high
when bojack starts teaching an acting class at wesleyan hollyhock sets some boundaries in their relationship,high
while paige and max question mr peanutbutter at his restaurant a panicked bojack tries to piece together whats happening,high
dianes depression lifts but shes still struggling to start writing her memoir reporters paige and max pay penny a visit,high
bojack gets a new aa sponsor todd plans a sophisticated party to impress his parents diane gets to know sonny,high
angela diaz reaches out to bojack princess carolyn gets an offer from lenny turtletaub todd cooks up a scheme,high
after the sarah lynn story breaks bojack gives a live interview on tv diane meets guys teenage son,high
bojack reconnects with faces from his past,high
a celebration brings people together,high
with hugo once again in prison for philips murder triana continues investigating the case despite no longer trusting him meanwhile macarena suspects that lvaro rojas father ngel is the real culprit of philips murder,medium
with the real identity of the burned body revealed to be lvaro and hugo now closer to freedom than ever he and triana to cement their relationship however macarena still thinking that lvaro is alive sets out to find him,medium
in his quest to remember what happened the night of lvaros death hugo discovers that he was a procurer who prostituted teens for wealthy businessmen meanwhile zapata tries to catch ivn with his drug to prove himself to his superiors,medium
one of the new residents creates a division in the ranks,medium
on the last day of the experiment chidi is faced with one final ethical dilemma,high
the group awaits the judges final decision on the fate of human existence,high
michael and blake face off fallon copes with liams accident cristal and dominique make power moves,medium
jefferson is torn between his loyalty to this family and his commitment to saving freeland anissas commitment to grace deepens jennifer makes an interesting discovery,medium
avis amberg requests the services of the golden tip as henrietta grows suspicious of jack raymond ainsley an upandcoming director fresh out of film school attempts to get his film greenlit by ace pictures,medium
ernie and the pump jockeys are hired for a big party henry wilson prepares rock for a career in hollywood while ellen kincaid helps jack refine his skills as an actor,medium
dick and ellen pitch ace their slate raymond and camille urge archie to make a bold script change avis is presented with an unexpected opportunity while jack and rock prepare for their screen tests,medium
avis contemplates the possibility of making history meg finds its cast with preproduction underway dick has notes for raymond and archie ellen decides to follow her heart as jacks past comes back to haunt him,high
ernie makes a plan to save the picture with social tensions rising in hollywood following megs announcement archie and avis remain vigilant jack and archie give ernie the opportunity of a lifetime,high
ruby and stan seem to be at a crossroads beth and dean make gayle an offer she cant refuse fbi agent finnegan tries to worm her way into the girls world,medium
as easter approaches marys illness brings change to avonlea,high
still reeling from the events last year the gang tries to move on with their lives however a threat is brewing both on earth and the upside down,high
john and zack head to florida to help a couple give up their huge condo so they can hit the road tonys a travel nurse with plans to take the tiny home across the country as he pitches see full summary,medium
this week john and zack head west to sonoma county ca to help volunteer firefighter scott and his wife xanthie build a home to replace the one they lost in the northern california see full summary,medium
john and zack head to texas to help ashley and angel a couple who are giving up their large house to turn it into a womens recovery center but first they want to move into a tiny house see full summary,medium
john and zack head to in jacksonville florida to help jack a veteran working two fulltime jobs to support his family hour workweeks mean jack is always away while his kids are see full summary,medium
john and zack head to arkansas farm country to help a couple who have been living on the road turn a school bus into a tiny home where they can settle down carol and charlie have spent see full summary,high
john and zack head to texas to help a family rebuild after losing their dream home in a fire but deanna and her sons are used to living large so she wants to build two tiny homes one for see full summary,medium
add a plot,medium
after azucena the only witness of what happened that night is found dead hugo sees in andrea his last option to know what happened as the case gets increasingly out of hand a chief commissioner from madrid is sent to investigate,medium
hugo receives a call from someone who claims to know what happened that night but it turns out to be a trap set up by mara teresa for him meanwhile jairo tries to rescue andrea from the hospital that he has been entered into,medium
with the real culprit seemingly exposed the case is almost closed but all the evidence is burned by ivn under the blackmail of zapata meanwhile benigna suggest macarena to merge as the medinas company is about to enter bankruptcy,medium
after hugo gets into a fight with mateo he stops paying for his defense this causes triana to get fired when she refuses to abandon him meanwhile luisa plans to end zapatas career as he is exposed as the owner of lvaros head,medium
after jairo loses the pendrive with andreas confession of the events he hugo and the other toy boys set out to retrieve it meanwhile triana discovers that macarena did actually know all along that philips was still alive,medium
when andreas video is leaked to the press it is revealed that it accuses hugo of everything that happened as hugo sees himself once again he receives a call that leads him to the medinas house where he finally finds the true culprit,medium
lucifer the real one this time helps chloe investigate a murder committed on the set of a tv show inspired by his own life,high
add a plot,medium
add a plot,low
add a plot,low
add a plot,low
tension mounts as archie tries to dethrone dodger betty and jughead examine their family histories cheryl grows suspicious of her new houseguest veronica deals with a major shakeup at home,medium
archies peaceful thanksgiving dinner at the community center is derailed by unexpected guests jughead and betty search for clues about a recent death in stonewall prep,medium
jefferson struggles with the effects on his family leading to a decision that has tragic consequences anissas identity is threatened odell takes an important step toward winning over jennifer,medium
fallon and blake deal with the consequences of their actions sam gets a visit from an unexpected guest,medium
a deception begins when devin sneaks off for a special pair of size s and finds a long line his old friend bobby and other rude surprises,medium
add a plot,medium
a wake up call at work links devin back up with nori bobby and stuey plus an a list celebrity he hates a tense tennis match yields a big score,medium
add a plot,medium
add a plot,medium
add a plot,medium
obedient high schooler lea is drawn to smart confident new student tristan and his rebellious defense of misfits but is unaware of his double life,medium
tristan defends his friends when the schools neonazi contingent attacks them during a weekend hangout while lea breaks away from her former circle,medium
after their protests go viral on social media lea pressures tristan to allow more members into the wave but the movement escalates uncontrollably,medium
explained looks at the recent growth in the number of billionaires in the world with much of the worlds wealth in the hands of so few people what impact does that have on society it see full summary,high
dal geon attempts to alert the press about what he knows but someone interferes hae ri contacts ki tae woong to get answers about the flash drive,high
the nis takes dal geon to a safe house tae woong questions oh sang mi about her husbands involvement in the plane crash but is ordered to release her,high
the rangers are skeptical when steel says hes found clues that proves evox may have returned,high
a huge trash spill at the beach endangers the local wildlife scrozzle sets about finding reinforcements,high
its not all fun and games when devons favorite video game is brought to life in the form of a new robotron,high
a brutal murder takes place at a school populated by anthropomorphic animals in the aftermath legosi the grey wolf has a sudden encounter with the dwarf rabbit haru and ends up developing carnivores urges,medium
geneediting technologies promise to eliminate diseases and biohackers push for access while scientists grapple with formidable ethical questions,medium
new gene therapies may change the lives of jackson nick and tristan but on this risky frontier nothing is guaranteed and the price can be steep,medium
using gene drive technology humans have the chance to shape and eradicate whole species but the implications alarm bioethicists and activists,medium
as jackson gets ready for surgery maria and victor await their threeperson baby at a ukrainian clinic that uses pronuclear transfer technology,medium
a dance rehearsal generates sparks and tension,high
during the televised debate vasiliy reveals that hes found evidence on a corruption scheme involving some of the highest government officials the powers that be are planning to assassinate vasiliy,medium
maud discovers appearances arent everything after using felicitys coolness potion to give herself a magic makeover,high
mildred finds out a new friend is not who she seems when her desire to see into the future leads to danger at crystal lake,high
add a plot,high
add a plot,high
ambrose pursues jamie through new york city and tries to prevent another homicide,medium
the top contestants converge in la and freestyle and collaborate in small groups onlv the most memorable move forward in the competition,medium
during the sophomore sleepover max bares her heart georgia resumes bad habits and ginny shares connections with both hunter and marcus,medium
the year is the world is black and white and lucifer is the star of his own noir detective story featuring familiar characters in new roles,medium
add a plot,medium
in queens early days with the special operations group she and shandu risk their lives protecting a corrupt deputy president,medium
tempers ignite and the judges turn up the heat while hungry emcees trade bars in the rap battle of their lives,high
explained looks at animal intelligence and examines what goes on in the animal mind and what that says about human intelligence it looks at early efforts to teach animals sign language and see full summary,high
dal geon sees someone whos supposed to be dead hae ri and tae woong head to morocco to capture their suspect the nis takes jessica lee into custody,high
dal geon runs into trouble while trying to carry out his own search tae woong is displeased that the operation in morocco doesnt go as planned,high
in the inaugural episode of the drew barrymore show drew will introduces her new segment drews news interview with costars cameron diaz and lucy liu then learns how to cook chef see full summary,medium
ambrose looks into jamie and nicks relationship before the crash jamie begins to unravel,medium
adam attempts to sabotage blake and cristals plans dominique tries to reconcile with jeff,medium
add a plot,medium
add a plot,medium
add a plot,medium
david and kate mckinnon explore cambodia,medium
a massive earthquake and tsunami devastated japan in march residents share stories of the spirits they encountered in the wake of the disaster,low
anne rallies the town to speak out against injustice,high
aethelflaed and uhtred ally with the welsh king hywel to face cnuts army of a thousand warriors at the battle of tettenhall hoping that they will be joined by edwards troops,high
beth makes a choice that surprises those around her just as an old foe from the past returns annie finds a helpful outlet on her road to self improvement,medium
amenadiel helps chloe investigate a nuns untimely demise meanwhile lucifer lends dan a hand and linda reveals a painful part of her history,high
explained looks at the growth of athleisure fashion it examines how casual dressing became the norm throughout the world it began with the development of leisure time which encourage see full summary,medium
add a plot,medium
adam receives unexpected attention from blake fallon turns her attention to her former business,medium
paulina is determined to buy back the familys former flower shop and cabaret but obstacles arise diego makes a peace offering elena comes clean,medium
elena wants to keep her new job a secret paulina asks the former drag performers to return to the cabaret ernesto meets the flocks founder jenny,medium
after returning from spain mara jos takes issue with paulina while bruno accompanies micaela to her talent show audition julin makes a decision,medium
elena paulina and julin attempt to track down the mystery man in virginias photos ernesto convinces cacas to join the flock,medium
diego confronts luca about a secret shes been keeping from julin ernestos jealousy takes hold on a night out with alejo paulina feels tempted,medium
diego asks elena for a very personal favor for him and julin paulina gets closer to alejo eliminations continue on mexicos most talented,medium
dal geon and the agents try to keep kim woo gi alive and request nis backup jessica moves to pin the plane crash on someone else,high
after running from the embassy dal geon and the others head back to korea another way min jae shik confronts kang joo cheol,high
ari leads varus and three roman legions into the teutoburg forest and into history thusnelda makes a bloody sacrifice to preserve the alliance,high
ari and thusnelda forge a political marriage and begin uniting the fractious germanic tribes folkwiin is believed dead but has actually been enslaved,medium
reviews the prototype v volkswagon golf,high
mr wilford has arrived and as this new threat rattles snowpiercer to its core melanie makes a move that cant be undone,medium
dani and miles get an uncanny glimpse of the past peter quint rebecca jessel and their twisted history cast a long shadow,medium
determined to find his missing brother high school troublemaker sofiane ropes timid classmate victor into a pact with a mysterious figure,medium
the day of glimmers coronation arrives overshadowed by grief accompanied by adora and bow she embarks on a quest to find the chamber of queens,high
glimmer sends adora perfuma bow and huntara to retrieve maras ship but the horde beats them to it catra meets double trouble a shapeshifter,medium
the village of elberon throws a party for adora bow and swift wind a village girl named flutterina helps when the horde springs another trap,medium
ambrose investigates jamies past leela gives birth as jamies anxiety reaches a breaking point,medium
melanie fights for survival in treacherous conditions vying to do what others before her could not,high
layton and till investigate the murders wilford leads miss audrey down a dark path,medium
an engineering catastrophe on snowpiercer forces layton to make a difficult choice one that might cost him everything,medium
those who are close with layton grow anxious to learn their fates josie tests her newfound ability,medium
as the train approaches melanies retrieval point layton leads a furious attempt to try and pick her up but not without some sacrifices,high
the united states working as mercenaries the major and her team including newbie stan defend a gated town from outlaws togusa takes a call,medium
an exchange is made between the two trains but a greater revelation might be just over the horizon,medium
melanie embarks on her most dangerous mission yet while layton reckons with his personal choices,medium
as the big alice crew are granted shore leave on snowpiercer layton and wilford have differing opinions on the future,medium
explained looks at how computer code now controls how we live it looks at how computer code is pervasive in how it effects our lives it looks at the development of machine code first in see full summary,medium
as astrid pumps payton for details about their longago dalliance hadassah hatches a coverup for dede and mcafee seeks a healthier worklife balance,medium
payton scrambles to salvage his campaign when he suffers a credibility crisis over a compromising photo and his commitment to fixing climate change,medium
on election day a mother and daughter argue over whether payton and dede is the better pick motivating each to spend time with her chosen candidate,high
a shocking ballotbox twist positions payton at a moral and ethical crossroads that could define the rest of his political career and life,high
with the senate race up for grabs payton and dede prepare for an unconventional showdown but a lastminute decision suddenly changes everything,high
layton and miss audrey make a risky play for big alice but wilford has his own plans,medium
privileged students party and prepare to part ways when a powerful tsunami slams into their island weeks later hope of a rescue starts to slip away,medium
a desperate beth does everything she can to stay alive while dealing with the unexpected challenges of being a boss and finds help in the least likely of places,medium
a plane brings mike to california and a dead body brings hawkins to a halt nancy goes looking for leads a shaken eddie tells the gang what he saw,high
murray and joyce fly to alaska and el faces serious consequences robin and nancy dig up dirt on hawkins demons dr owens delivers sobering news,high
max is in grave danger and running out of time a patient at pennhurst asylum has visitors elsewhere in russia hopper is hard at work,high
owens takes el to nevada where shes forced to confront her past while the hawkins kids comb a crumbling house for clues vecna claims another victim,high
behind the iron curtain a risky rescue mission gets underway the california crew seeks help from a hacker steve takes one for the team,high
as hopper braces to battle a monster dustin dissects vecnas motives and decodes a message from beyond el finds strength in a distant memory,high
nancy has sobering visions and el passes an important test back in hawkins the gang gathers supplies and prepares for battle,high
march emergency services descend on salisburys city centre where they find sergei and yulia skripal unconscious on a park bench,medium
several months later charlie fatefully rummages through a charity bin and finds what looks like a perfume bottle but is actually a container full of novichok,medium
tracy whose life had just begun to revert to normal is devastated and the team race to work out what has been missed and how to make salisbury safe again,medium
to cross into xadia rayla and callum must find a way past a fearsome dragon who was blinded in a battle with a human,high
dal geon and hae ri make contact with jae shik jessica and yoon han gi see a big win at the national assembly tae woong undergoes scrutiny,high
the plan to get woo gi safely to the courthouse takes an unanticipated turn and throws the blue house into panic mode,high
both aang and zuko must learn the history of how the war began zuko learns a secret about his greatgrandfathers past,high
marieandre leclerc leaves her life behind for the love of charles sobhraj but discovers the chilling cost herman vows to investigate the murders of the dutch couple,medium
young frenchman dominique renelleau tries to escape charles sobhrajs terrifying lair as he listens to nadine and remis testimony herman realises the scale of charless crimes,high
charles embarks on a terrifying trail of destruction in nepal while nadine helps herman gather the final evidence he needs for the police to act,medium
herman and charles engage in an exhausting battle of wits as herman continues to pile pressure on the thai police to prosecute the suspects while charles perfects his escape plan,medium
the fallout from gautiers escape threatens hermans diplomatic career charles attempts to set up business in france a place that holds powerful memories for him,medium
charles and marieandre arrive in paris and attempt to set up a new life meanwhile herman makes a dangerous gamble in his investigation which finally brings a breakthrough,medium
moemi has pushed akira to excel her whole life but all she cared about was arcade games she still likes games but she also likes haruo,medium
dominique presents fallon with a business proposition blake and cristal focus on the trial,medium
a desperate five concocts a risky plan to intercept another version of himself the fbi tortures vanya diego discovers what causes the apocalypse,high
as the fives plot against each other one of the siblings makes a big sacrifice to help vanya plus lila learns the truth about her parents,high
susan agrees to do all of johnnys math homework for a month if he will agree to keep blingbling away from her johnny dukey want to buy a new hdtv to watch megabattlewrestling,low
jack asks mel for help when charmaine experiences a complication in her pregnancy hope insists that doc keep their relationship a secret,medium
mel endeavours to help an uncooperative charmaine get hydrated while thinking about what transpired with jack calvin offers brady a new job,medium
despite mels efforts charmaines stay at hopes house gets off to a rocky start a situation involving paiges past intensifies unexpectedly,medium
the town attends the annual picnic where residents engage in friendly competition romantic tiffs and as far as mel is concerned too much gossip,medium
jacks war memories haunt him when he reunites with his marine friends mel struggles to handle conflict with her sisterinlaw,medium
while frankie retrieves the cash grace and nick discuss their marriage at his arraignment joanmargaret hatches a plan for laundering the money,medium
the successful phishing scams of rocky sunny and their friends pique a corrupt local politicians interest tension brews between rocky and sunny,medium
clay is forced to confront his anxiety on the senior camping trip as a suspicious email threatens to turn the friends against each other,low
at his first high council meeting king ezran faces a flurry of difficult decisions rayla guides callum through a wonderland of magical creatures,high
its christmas eve in pitchfork pines and the super monsters are joining forces to deck the halls find santas missing reindeer and save the holiday,low
anne steps into the next chapter of her life,high
rayla returns home to an alarming discovery the sunfire elves decide amayas fate and claudia confronts her father,high
granddad takes the kids to the movies but has to sneak them in since he refuses to pay the exorbitant prices huey tries to sabotage the film but uncle ruckus tries to stop him,high
a mysterious stranger offers rayla callum and zym a ride across the midnight desert with katolis in danger ezran makes a startling announcement,high
after a famous dj is killed on stage chloe searches for the killer while lucifer tries to keep his jealousy over an exflame in check amenadiel learns about parenthood dan finds out something disturbing,high
rayla and callum race across the desert to find nyx as katolis prepares for war ezran gets help from an unlikely source,high
completely oblivious haruo watches in awe as koharu and akira duke it out on virtua fighter at the game center koharu cant help but taunt him,medium
victor a millionaire editor is blackmailed just as monica a reporter is about to publish a story about the syrian war that involves him,medium
the plot thickens when the extortionists carry out their threats but they also help victor when he least expects it,medium
more and more people die in strange circumstances the guilt that victor feels is unbearable and his world is crumbling in madrid the protests begin,medium
after mnica distances herself victor takes a gamble with conte to foil midas and tries to redistribute his fortune the protests continue,medium
when victor confesses everything to monica she begins to have doubts chief inspector conte becomes obsessed with the case,medium
victor is at a crossroads and has to decide what steps to take everything absolutely everything love family and fortune depend on it,medium
in pop culture pirates are often depicted as bootylooting rogues but their history is far more complicated see how they became enemies of humanity,medium
ho ho ho justin embraces the holiday spirit and visits santa school gets playful with susan sarandon and teaches kids about the magic of giving,medium
its all about suspending disbelief when justin links tv magic to pro wrestling fools a lie detector and roleplays a fantasy mage in the park,medium
between bad dad jokes justin pulls pranks with his son awes parents with his uncanny childproofing and tests his reflexes against the la chargers,medium
communication is key as justin plays language games in an esl class and conducts psychic readings at a library plus starstruck subliminal messages,medium
after telecommuting via a handy taskrabbit helper justin amazes kids with tricks for skipping chores and performs a feat of dazzling multitasking,medium
justin turns water into mead at the renaissance fair and speedknits a sweater before slowing down to share magical memories with his mother,high
add a plot,medium
add a plot,medium
add a plot,medium
add a plot,medium
add a plot,medium
add a plot,medium
add a plot,medium
add a plot,low
reporter vivian kent defies her editor to pursue the story of anna delvey an alleged german heiress indicted for grand larceny and jailed without bail,medium
from a yacht off ibiza to a suite at paris fashion week annas glamorous lifestyle comes into focus as her former friends dish out details to vivian,medium
with anna giving her the cold shoulder vivian hunts down sources who can fill in the blanks annas exboyfriend chase and wealthy entrepreneur nora,medium
vivian investigates how anna persuaded powerful manhattan lawyer alan reed to help her secure millions in funding for her ambitious business venture,medium
a past blunder throws vivian off balance while delving into annas stay at a swanky hotel where she befriendedand lavishly tippedconcierge neff,medium
vivian obtains footage of annas illfated trip to morocco an extravagant retreat with rachel kacy and a videographer that quickly spirals into chaos,medium
under pressure to finish the anna article and with her babys due date imminent vivian tries to contact rachel to hear her side of the marrakech fiasco,medium
vivian digs into lingering questions after her articles publication including annas formative years in germany and her stay at las chateau marmont,medium
anna obsesses over her trial style as vivian covers the proceedings rachel takes the stand and defense lawyer todd implores his client to cooperate,medium
blake celebrates what could be his last thanksgiving fallon focuses on her new project,medium
four years prior to the day he began his pokmon journey a sixyearold ash rushes downstairs to show his mother a poster advertising professor oaks pokmon camp seeing her sons see full summary,high
as the human army marches towards xadia viren tells aaravos about the time he and the late king harrow killed the dragon king ezran makes his way to meet callum and rayla,high
the brbara de braganza prepares to set sail for mexico but first eva is asked to help undercover agents find a man harboring a virus,medium
when a serious crime occurs aboard the ship fabio warns eva their mission is becoming dangerous carolina becomes entangled in the mystery,medium
dal geons explosive onair accusation toward the president sparks a media storm jessicas press conference goes south quick,high
shaken kraam awakens from a bizarre dream anan struggles to lead as the students work to retrieve the boat meanwhile arisa makes a discovery,medium
nahm questions the mysterious appearance of professor lin while arisa and ying try to piece together the puzzle of the poem the past haunts ice,medium
professor lin acts strangely and ice seeks an exorcism kraam sketches may and draws her to a special spot arisa makes contact deep in the jungle,medium
may thinks back on her life while anan harbors suspicions lin warns of danger as the students get ready to set sail ying and nahm hunt for answers,medium
as krits captivity wears on lin delivers a cryptic message to kraam may makes a lifechanging discovery the jungles mysteries pull arisa deeper,medium
the de la mora family their friends acquaintances and rivals gather for the funeral of virginia de la mora,medium
as team zym begins the steep climb up to the dragon queens lair viren and aaravos play a nasty trick on the sunfire elves,high
when oh sang mi disappears dal geon and hae ri realize theres more to the situation meanwhile prime minister hong takes advantage of the crisis,high
sang mi leaves behind a warning about a shady figure named samael putting everything dal geon thought he knew about the crash into question,high
when jessica asks for nis protection in exchange for samaels identity hae ri heads to prison undercover in hiding dal geon plans his next steps,medium
the team revisit one of their most ridiculous challenges with the return of the amphibious cars this time jeremy ditches the toyboata for a nissan pickup that he nicknames the nissank see full summary,high
is he a grandfather from cleveland or the matzo ivan the terrible war crimes from ww still being sought and prosecuted all these years later,medium
survivors of treblinka death camp testify against john demjanjuk and accuse him of being ivan the terrible while his attorneys find ways to question the credibility of testimonies against him,medium
the defense tries to discredit crucial testimony of a treblinka death camp survivor challenges the genuineness of an id card obtained from kgb records and makes a startling discovery in a mcdonalds trash dump,medium
just as a muchawaited verdict is delivered the fall of the berlin wall leads to release of new evidence from kgb throwing a hard twist into the john demjanjuks trial,medium
final verdict is delivered by the supreme court of israel in john demjanjuks trial but more twists await,medium
dukey points out that johnny can never really understand the pleasure of buttsniffing unless hes a real dog to the lab when johnny learns about the legend of johnny appleseed he wants see full summary,medium
with virens glowing army closing in on the storm spire rayla callum and friends must decide whether to flee to safety or stay and fight,high
residents of berkshire county massachusetts recall their baffling terrifying experiences with a ufo on the night of september,low
add a plot,high
add a plot,high
add a plot,high
add a plot,high
rileys natural inclination to never snitch is challenged when he learns ed wuncler iii and gin rummy are behind a series of robberies in woodcrest climaxing in the theft of granddads car,high
after sarah kicks tom out over an argument about superstar usher he turns to the freemans and a pimp named slickback for help,medium
sunnys father comes to his aid brajesh wields his power as saurav educates the police on phishing sunny and gudiya conduct a training of their own,medium
its snowing in the middle of summer cool who would win in the ultimate battle of uncle,low
the squad waylays a horde transport only to have the tables turn while adora hunts for a new pulse bot glimmer takes advice from shadow weaver,high
a spore storm traps the horde trainees in the woods and traps adora in the crystal castle where a damaged light hope is forced to reboot herself,medium
catra orders scorpia to find entraptas recordings so hordak can perfect his experimental technology flutterina sows dissent in the squad,high
after a disastrous mission mermista is certain theres a horde spy in bright moon and vows to sleuth them out with her mystery novel experience,high
with tensions rising between glimmer and adora and morale at an alltime low sea hawk bow and swift wind go out for some fun things get out of hand,medium
razz confuses the past and the present and has trouble telling mara and adora apart but adora desperately needs her help,high
the princess alliance is split on whether to use the magic at the heart of etheria or try to destroy it scorpia arrives with a request for help,high
adora bow and swift wind arrive on beast island and make a shocking discovery glimmer heads to the crystal castle to talk to light hope,high
glimmer tries to convince scorpia to reconnect with her runestone on beast island entrapta reveals dire new details about the heart of etheria,high
catra and hordak fight one another as glimmer and scorpia arrive in the fright zone adora sets off in a lastditch attempt to stop light hopes plan,high
ari embraces his new role with the cherusci but his shift of allegiances runs deeper than varus knows thusnelda and folkwin rally a rival tribe,medium
ari commands troops ordered by varus to hunt down and kill folkwin whose family and home village are put in danger for his act of defiance,medium
the theft of the standard provokes a crisis reuniting roman officer arminius with his father segimer and childhood friends folkwin and thusnelda,medium
cherusci tribal chief segimer bristles at the increasing demands of new governor varus secret lovers thusnelda and folkwin deal rome a symbolic blow,medium
the human alliance led by king viren start an assault on the dragons lair the surviving sunfire elves are determined to protect the dragon prince at all cost unexpected allies will rise on the battle for xadia,high
when gudiyas coaching classroom is burned down sunny considers drastic retaliation a slipped note leads dolly and saurav to a deserted warehouse,medium
in hell bean resists dagmars attempts to force her to marry satan meanwhile luci plots to flee heaven and elfo tries to escape from the ogres,medium
bean jerry and luci commandeer an airship from alva held captive by the ogres elfo discovers an entire family history he knew nothing about,medium
zg is institutionalized with chazzzzz while vip and vap launch an epic rescue bean doesnt get the warm reception she expects at dreamland,medium
bean and her friends are reunited with zg and discover that becky and cloyd have seized dreamland secretly transforming its citizens into goons,medium
after sorcerio brings freckles to life the wooden puppet sets out to undermine zg with a comedy roast and an alliance with becky and cloyd,medium
zg bean and her friends plunge into the ocean where they find a submerged castle inhabited by sea trgs guarding a treasure linked to the elves,medium
lonely zg searches the forest for his true love ursula the bear whos got a secret elfo luci and bean stumble upon the site of an ancient battle,medium
ordered to spy on the elves elfo is captured and forced to spy on the trgs who see through his disguise and return him to spy on the humans,medium
freckles manipulates derek and bear boy into confronting some bullies the secret of the goo is out but who will drink it to become the savior,medium
in her dreams bean confronts her inner bad bean but the evil doppelgnger conceals a sinister plot derek bear boy and freckles get captured,medium
after being snatched off the street monse jamal ruby and cesar come face to face with their kidnapper who makes them an offer they cant refuse,medium
mr iglesias gives his class a college prep pep talk that backfires so spectacularly he begins to question his own career path,medium
if youre not worried about a looming global pandemic you probably should be are we prepared for an outbreak bill gates and other experts weigh in,high
ambrose urges the nypd to investigate jamie for a new crime jamie struggles to salvage his life,medium
as ginnys popularity grows so do her questions about her own identity after his night out with georgia paul discovers that he has new political competition,medium
unplanned visitors cause headaches for georgia and trust issues for ginny as more of georgias checkered past is brought to light,medium
on ginnys th birthday georgia tries to smooth things over by organizing a surprise party for her but ginny and her friends have other big plans,medium
ginny draws inspiration from her dad when writing an essay she hopes to submit to a prestigious contest but the result breeds friction with hunter,medium
while ginny and georgia are each caught between two men max and marcus face different sorts of painful situations,medium
as election day approaches for paul secrets start to catch up with ginny and georgia and the fallout for both could be steep,medium
representing shibuya haruo faces players from mizonokuchi including koharu in a person street fighter zero arcade battle,medium
promoted to detective over his best friend reza kurt joins hemberg on the case clues lead them to a notorious smuggler and a popular nightclub,medium
johnny loves his minimons johnny wont take a bath and hes really starting to smell,medium
panic grips the students in the aftermath of the chaotic launch and anan takes control of the mob kraam must be courageous enough to face the truth,medium
kurt interviews illegal immigrants enrolled in a program funded by gustav munck and soon finds a link between a pregnant refugee and the killer,medium
amid financial strife abraham quintanilla prioritizes his yearold daughter selenas musical talent and has her start a band with her siblings,medium
brother ab struggles to find selena a song for a new single while abraham tries to convince a music executive to produce a record with the band,medium
selena is nominated for female vocalist of the year at the tejano music awards the band travels to matamoros mexico for an important performance,medium
as the invasion approaches aang has recurring nightmares about being unprepared to face the firelord zuko feels the perks and pressures of being the prince again,medium
selena y los dinos embark on a strenuous crosscountry music tour which puts strain on the singers vocal cords so the band searches for a solution,medium
abraham weighs two offers from major record labels as selena and her band garner more attention a dashing new guitarist joins the family,medium
while preparing the new album the quintanilla family clashes with the record labels decisions especially when it comes to selenas fashion style,medium
add a plot,medium
geralt sets off with ciri on a journey that leads him to an old friend after the battle of sodden tissaia shows no mercy in her search of information,high
after an acquaintance is caught in a police raid chiara and ludo worry for their safety a private investigator offers a deal to damiano,medium
add a plot,medium
add a plot,medium
when an attack hits a johannesburg train station ekaterinburg spots an opportunity queen confronts dr sid about her mothers death,medium
queen and her teammates take matters into their own hands to stop an impending attack a dangerous visitor knocks on mazets door,medium
anissa and jefferson have a hearttoheart and she tells him she needs black lightnings help in escorting meta refugees out of the perimeter gambi implores lynn to help get him access to the pit jennifer grows closer to brandon,medium
when gina gets in a violent brawl with her pimp coral and wendy come to her rescue sparking an astonishing chain of events,medium
as a shocking side effect of his romance with chloe throws lucifer for a loop the new couple pursues a murderer with a most unusual mo,high
chloe learns a serial killer may have embellished his crimes amenadiel worries about his sons health pete opens up to ella,high
chloe and lucifer investigate a minigolf murder lucifer michael amenadiel and linda prepare for the holiest of family dinners,high
lucifers father you know god decides to experience life as a regular human meanwhile a boxer dies under mysterious circumstances,high
a straightforward prisoner transport job turns into an increasingly dangerous yet oddly invigorating odyssey for dan,high
linda throws herself into a deeply personal mission maze unmasks a blast from the past amenadiel ponders a new job,high
lucifer angles to be his fathers successor ella makes a painful confession chloe investigates a murder at an aquarium,high
lucifer learns that not all of his siblings want him to land the big promotion also dan offers to set ella up with an old friend,high
when makoto presses him about his feelings toward akira and koharu haruo flees out on the streets hes abducted by a group of men in suits,medium
the planets current rate of meat consumption is unprecedented and becoming unsustainable in the future will meat alternatives be the answer,high
residents begin receiving more mysterious videotapes on their doorsteps the seniors of riverdale high eagerly await their college decision letters,medium
koharu challenges akira to a super street fighter ii x match for her theres more riding on this game than which of them is the arcade champion,medium
blakes trial begins and every carrington and family associate gets pulled into the fray,high
hemberg orders kurt to take some time off after the assassination of their chief suspect the public considers the case closed but kurt keeps probing,medium
suspicious of gustavs ties to the case kurt jeopardizes his romance with mona by confronting the billionaire at a blacktie munck family affair,medium
kurt rask and hemberg try to connect their new suspect to a shipment of plastic explosive and determine where and when the bomb will go off,medium
paulina looks into her familys past and starts asking questions about pato julin and elena team up to try and free diego delia seeks revenge,high
tony is pumped when his legendary cousin dom recruits him and his friends for an exciting mission to infiltrate a secret street racing circuit,medium
when dash finds an unmarked red notebook in his favorite bookshop he must follow a series of clues to figure out who the mysterious writer might be,medium
lily loves christmas but the prospect of a lonely holiday inspires her to connect with dash through a notebook and send him on another dare,medium
